epoch,loss,accuracy,val_loss,val_accuracy,sparse_categorical_crossentropy
58,1.0136519932746888,0.66625,5.14534154203203,0.112847224,1.0033028
59,1.0014778351783753,0.66,5.181740376684401,0.114583336,0.9910953
60,0.9016353726387024,0.7,5.5453603929943505,0.10243055,0.8912123
61,1.0025405120849609,0.67,5.387684649891323,0.09375,0.9920712
62,1.0011216473579407,0.68,5.20519757270813,0.109375,0.9906166
63,0.861254153251648,0.7,5.368832217322455,0.098958336,0.8507074
64,0.8826804256439209,0.70125,5.5944703287548485,0.10069445,0.87209374
65,0.9105688595771789,0.70625,5.454739769299825,0.088541664,0.8999388
66,0.8584944248199463,0.7075,5.763257808155483,0.09375,0.84782326
67,0.7588602495193482,0.77375,6.189789825015598,0.10763889,0.74814636
68,0.7590276217460632,0.74375,6.000686301125421,0.105902776,0.7482711
69,0.7866096377372742,0.73875,5.965046604474385,0.09375,0.7758123
70,0.6950220096111298,0.77125,6.290220763948229,0.097222224,0.6841839
71,0.7487529122829437,0.76375,6.241335286034478,0.09201389,0.73786104
72,0.7094929909706116,0.76875,6.339117421044244,0.09548611,0.6985609
73,0.7381029975414276,0.76625,6.226775911119249,0.109375,0.7271273
74,0.6691727268695832,0.79125,6.504867156346639,0.114583336,0.6581544
75,0.7025403380393982,0.76875,6.516410059399075,0.10069445,0.6914782
76,0.6410802662372589,0.77375,6.666383054521349,0.10069445,0.62998056
77,0.6394804883003234,0.785,6.849348306655884,0.10763889,0.6283352
78,0.6269915270805358,0.80125,6.653328100840251,0.097222224,0.6158023
79,0.6060159039497376,0.79625,6.730233059989081,0.105902776,0.5947853
80,0.543761842250824,0.83125,7.296239614486694,0.10069445,0.53248465
81,0.5706261026859284,0.815,7.401789320839776,0.11805555,0.55930537
82,0.5570719695091247,0.82125,7.144254154629177,0.10069445,0.54570514
83,0.48339061737060546,0.85125,7.825750456915961,0.083333336,0.47198045
84,0.5069699388742447,0.8325,7.552842590543959,0.088541664,0.49550804
85,0.4369113355875015,0.86875,7.553256193796794,0.09375,0.42540276
86,0.4580834740400314,0.8625,7.814114809036255,0.11111111,0.44653052
87,0.5093877214193344,0.835,7.921765698326959,0.090277776,0.49779633
88,0.3747077947854996,0.9025,7.934968074162801,0.104166664,0.36307433
89,0.41572913885116575,0.8725,8.201173702875773,0.098958336,0.40404892
90,0.36769605994224547,0.89375,8.2463960647583,0.088541664,0.35597733
91,0.41236337661743167,0.89,8.61199304792616,0.098958336,0.40059602
92,0.358791646361351,0.8925,9.057866308424208,0.097222224,0.34698623
93,0.3153401243686676,0.91,9.040511581632826,0.088541664,0.30349496
94,0.3622375029325485,0.89375,8.950637181599935,0.08680555,0.35034576
95,0.30861053586006165,0.90875,9.373466730117798,0.09548611,0.2966838
96,0.30957680583000186,0.92375,9.523519330554539,0.09375,0.2976104
97,0.3465222039818764,0.89375,8.94791711701287,0.097222224,0.33451784
98,0.2970387774705887,0.9075,9.264909638298882,0.09201389,0.2849924
99,0.2725870257616043,0.92375,9.780098252826267,0.105902776,0.26049414
100,0.2679822114109993,0.92375,9.882455084058973,0.104166664,0.25584465
