epoch,loss,accuracy,val_loss,val_accuracy,sparse_categorical_crossentropy
38,2.9055018424987793,0.1025,2.885341352886624,0.104166664,2.302557
39,2.867259454727173,0.11,2.8488681316375732,0.104166664,2.3022883
40,2.832611255645752,0.10125,2.8150374624464245,0.104166664,2.302833
41,2.7991861057281495,0.1075,2.783699075380961,0.104166664,2.302028
42,2.769298400878906,0.1075,2.7546157042185464,0.104166664,2.3023767
43,2.741672468185425,0.09375,2.72760538260142,0.104166664,2.3027878
44,2.715523443222046,0.1025,2.7026087840398154,0.10243055,2.3026488
45,2.6913694095611573,0.11125,2.6793602440092297,0.10243055,2.3026273
46,2.6685049152374267,0.125,2.6578023698594837,0.10243055,2.3021624
47,2.6479157257080077,0.11,2.6377711163626776,0.10243055,2.3023767
48,2.628679676055908,0.10625,2.619172943962945,0.10243055,2.3024716
49,2.61149320602417,0.08125,2.601853993203905,0.10243055,2.3032627
50,2.5938374519348146,0.1075,2.585727241304186,0.10243055,2.3023353
51,2.5784207916259767,0.09875,2.5707495742373996,0.10243055,2.3024955
52,2.5642253494262697,0.09875,2.5567663643095226,0.10243055,2.3028214
53,2.550755853652954,0.10625,2.5437053706910877,0.10243055,2.3028965
54,2.53795672416687,0.105,2.531460086504618,0.10243055,2.3027418
55,2.5261099338531494,0.0975,2.520044035381741,0.10243055,2.3027132
56,2.515122833251953,0.095,2.5093453062905207,0.10243055,2.302787
57,2.504629192352295,0.09125,2.499319156010946,0.10243055,2.302655
58,2.4947142696380613,0.1,2.4899630546569824,0.10243055,2.3024597
59,2.4856653785705567,0.1125,2.4811188644833035,0.10243055,2.3025367
60,2.476949243545532,0.08375,2.472810056474474,0.10243055,2.302399
61,2.4693493747711184,0.09625,2.4649925894207425,0.10243055,2.3028746
62,2.4611199283599854,0.12,2.457624157269796,0.10243055,2.3022583
63,2.4540738582611086,0.1125,2.4506791035334268,0.10243055,2.302395
64,2.44757287979126,0.1,2.4440746704737344,0.10243055,2.3026814
65,2.4415136051177977,0.08375,2.4378192689683704,0.10243055,2.3030436
66,2.4347171211242675,0.1125,2.431888951195611,0.10243055,2.3023305
67,2.42917914390564,0.11625,2.4262586964501276,0.10243055,2.3025613
68,2.4235868358612063,0.1025,2.4209200938542685,0.10243055,2.302446
69,2.418269691467285,0.1125,2.415872573852539,0.10243055,2.3023374
70,2.4134872150421143,0.10625,2.4110239611731634,0.10243055,2.3025112
71,2.408812847137451,0.1225,2.4064007467693753,0.10243055,2.3025563
72,2.404302005767822,0.105,2.401993407143487,0.10243055,2.302544
73,2.400080986022949,0.10875,2.3978096644083657,0.10243055,2.3026192
74,2.3966091442108155,0.08625,2.393798920843336,0.10243055,2.3032517
75,2.391968297958374,0.095,2.3899696138170032,0.10243055,2.3025358
76,2.388480710983276,0.0875,2.3863028817706637,0.10243055,2.3028038
77,2.384793939590454,0.10125,2.382797453138563,0.10243055,2.3027112
78,2.3811091136932374,0.105,2.379434506098429,0.10243055,2.3024743
79,2.3779841613769532,0.09375,2.3761819468604193,0.10243055,2.302652
80,2.37479380607605,0.0825,2.3730890353520713,0.10243055,2.3026288
81,2.371649618148804,0.1075,2.3701008690728083,0.10243055,2.3025227
82,2.3687500095367433,0.1025,2.367223276032342,0.10243055,2.302542
83,2.3660084342956544,0.10875,2.364479939142863,0.10243055,2.3025982
84,2.363356981277466,0.1025,2.361855215496487,0.10243055,2.302642
85,2.3604210376739503,0.10375,2.359316931830512,0.10243055,2.3022947
86,2.358217258453369,0.08625,2.3568727572758994,0.10243055,2.302575
87,2.3559559535980226,0.09,2.354527380731371,0.10243055,2.3027024
88,2.3539046955108645,0.085,2.3522871997621326,0.10243055,2.3029494
89,2.3514990425109863,0.09375,2.3501406643125744,0.098958336,2.3027525
90,2.3490407848358155,0.10125,2.3480700651804605,0.098958336,2.302417
91,2.347283334732056,0.1,2.34609764152103,0.098958336,2.302701
92,2.3452289390563963,0.0975,2.3441679875055947,0.098958336,2.3026092
93,2.3433575439453125,0.1025,2.342301434940762,0.10243055,2.3026247
94,2.3411519050598146,0.125,2.3405389388402305,0.10243055,2.3022332
95,2.33990083694458,0.1025,2.338818311691284,0.10243055,2.3027246
96,2.338232955932617,0.09,2.3371736341052585,0.10243055,2.3027313
97,2.336507349014282,0.09125,2.335612840122647,0.10243055,2.3026152
98,2.3352761936187743,0.09875,2.334094683329264,0.10243055,2.30293
99,2.333590269088745,0.09625,2.3326232698228626,0.10243055,2.3027291
100,2.3320037746429443,0.085,2.3312370777130127,0.10243055,2.302569
