epoch,loss,accuracy,val_loss,val_accuracy
0,1.9600234031677246,0.35625,2.664792948298984,0.105902776
1,1.5016617345809937,0.51875,2.598533378707038,0.104166664
2,1.3188305687904358,0.58375,2.3372402456071644,0.23090278
3,1.10898193359375,0.65,2.1258244580692716,0.25868055
4,1.0415321326255798,0.6975,1.8109047081735399,0.3888889
5,0.994082612991333,0.69125,1.9199799630377028,0.30555555
6,0.8862644481658936,0.745,1.8047238455878363,0.3923611
7,0.7536721754074097,0.78625,1.430247015423245,0.5572917
8,0.6730498552322388,0.8025,1.4831668072276645,0.5625
9,0.6364578032493591,0.83875,1.886512729856703,0.35416666
10,0.6387921833992004,0.82875,1.3526985943317413,0.546875
11,0.6041826736927033,0.8325,1.229087359375424,0.6232639
12,0.4233421325683594,0.90875,1.1731311678886414,0.6458333
13,0.3907643961906433,0.90375,1.28737477461497,0.6163194
14,0.43382076621055604,0.88,1.0790060228771634,0.6631944
15,0.32625182807445524,0.92375,1.0953163372145758,0.6736111
16,0.39077800154685977,0.9075,1.1660205258263483,0.640625
17,0.3717367750406265,0.91375,1.1883050335778131,0.6354167
18,0.31343490779399874,0.93875,1.221962766514884,0.6180556
19,0.3355814445018768,0.92125,1.093458977010515,0.6753472
20,0.28856382608413694,0.945,1.1556021604273055,0.6510417
21,0.2904138547182083,0.94125,1.2403853899902768,0.6006944
22,0.28257019460201266,0.94625,1.1390236483679876,0.65625
23,0.24375093817710877,0.96625,1.0885084536340501,0.6909722
24,0.17887258648872376,0.98375,1.011090377966563,0.703125
25,0.1914697778224945,0.97375,0.9983289572927687,0.7222222
26,0.1633164244890213,0.985,1.0631297959221735,0.7152778
27,0.18881869673728943,0.97375,1.0467821227179632,0.7204861
28,0.17936230301856995,0.97375,1.1944767634073894,0.6701389
29,0.18323829352855683,0.9825,1.4461045629448361,0.6024306
30,0.15623081743717193,0.985,1.2362895806630452,0.65625
31,0.18047625333070755,0.9775,1.0333612362543743,0.7239583
32,0.1500356376171112,0.9875,0.9891390436225467,0.7361111
33,0.14375993847846985,0.98875,1.1137981083658006,0.703125
34,0.15745233952999116,0.9825,1.0062417454189725,0.7170139
35,0.1383739197254181,0.9875,1.0520035094685025,0.7170139
36,0.12150846928358078,0.99625,0.9882842765914069,0.7413194
37,0.12173203676939011,0.99375,0.9963120255205367,0.7326389
38,0.13606736481189727,0.98875,0.9403853482670255,0.7552083
39,0.1535331803560257,0.985,1.057802077796724,0.7256944
40,0.14255076199769973,0.98875,1.0518085360527039,0.7378472
41,0.12279177904129028,0.99625,1.0385268463028803,0.7326389
42,0.11892843395471572,0.99625,1.0706140134069655,0.734375
43,0.12279961705207824,0.99125,1.054253273540073,0.7447917
44,0.12724243581295014,0.9925,1.0883100264602237,0.7465278
45,0.12669544488191606,0.99125,1.1122928460439045,0.7239583
46,0.1320071029663086,0.99,1.551527867714564,0.6354167
47,0.11885446578264236,0.995,1.1821976403395336,0.7152778
48,0.12088524341583252,0.995,1.096033189031813,0.7309028
49,0.1009126952290535,0.9975,1.2916956775718265,0.6684028
50,0.11228524953126907,0.99375,1.054064952664905,0.7534722
51,0.10717549800872803,0.99875,1.0427450835704803,0.7465278
52,0.10282162100076675,0.9975,1.0169050130579207,0.7465278
53,0.10660961031913757,0.995,1.1346075998412237,0.7135417
54,0.10347659885883331,0.9975,1.0538175735208724,0.7465278
55,0.11447629272937775,0.99125,1.1346003380086687,0.7274306
56,0.11077293276786804,0.995,1.3062680264314015,0.6631944
57,0.10810674101114273,0.995,1.0605471200413175,0.7586806
58,0.10253924638032913,0.99875,1.0420178936587439,0.7621528
59,0.09736868023872375,1.0,1.0128937032487657,0.7725694
60,0.09337206274271011,1.0,1.0068450570106506,0.7690972
61,0.09581633508205414,1.0,1.0695658889081743,0.7517361
62,0.09675613790750504,0.99875,1.07385367486212,0.7517361
63,0.09614388525485992,0.99875,1.0612711277272966,0.7552083
64,0.09563243180513382,0.9975,1.076843798160553,0.7395833
65,0.09900894701480865,0.9975,1.1467998690075345,0.7170139
66,0.09607631862163543,0.99875,1.0871649583180745,0.7361111
67,0.0937235701084137,1.0,1.0246427721447415,0.7604167
68,0.10115246534347534,0.9975,1.1363497409555647,0.7361111
69,0.10106067597866059,0.99625,1.168754153781467,0.7083333
70,0.10825960785150528,0.99375,1.0938371982839372,0.7465278
71,0.1097913447022438,0.9925,1.1284762620925903,0.7361111
72,0.09567752242088318,0.9975,1.1049027111795213,0.7309028
73,0.09373068332672119,0.99875,1.0694879326555464,0.7517361
74,0.09362478256225586,1.0,1.0362333787812128,0.7569444
75,0.10021262466907502,0.9975,1.0957445138030582,0.7395833
76,0.09387156933546066,0.99875,1.0815357598993514,0.7552083
77,0.09645468145608901,0.99875,1.050167378452089,0.7621528
78,0.10393798500299453,0.99625,1.0819830066627927,0.7465278
79,0.10019501447677612,0.9975,1.022988607486089,0.7552083
80,0.0945003679394722,1.0,1.0301307340463002,0.7482639
81,0.09288161486387253,0.99875,1.0571989748213027,0.7586806
82,0.09662853538990021,1.0,1.0927695764435663,0.75
83,0.09148129940032959,1.0,1.0792426665623982,0.7482639
84,0.09143893867731094,1.0,1.058123701148563,0.7482639
85,0.09181343913078308,1.0,1.0503206849098206,0.7465278
86,0.0937012106180191,0.99875,1.059008601639006,0.7517361
87,0.09228022992610932,0.99875,1.0595825877454546,0.7517361
88,0.09124436557292938,1.0,1.0716245538658566,0.7465278
89,0.09165808975696564,0.99875,1.0575683580504522,0.75
90,0.09163315087556839,0.99875,1.0967960390779707,0.7482639
91,0.08924342930316925,1.0,1.0770417551199596,0.75
92,0.09103149622678756,1.0,1.115918411148919,0.7395833
93,0.09111540406942367,1.0,1.1320230431026883,0.7326389
94,0.09192290455102921,0.99875,1.1225749287340376,0.71875
95,0.09428629785776138,0.99875,1.0810389088259802,0.7482639
96,0.09366735100746154,0.99875,1.0826914740933313,0.7621528
97,0.0961389496922493,0.99625,1.1691663132773504,0.7378472
98,0.09125459760427475,0.99875,1.19647988014751,0.7465278
99,0.08867418706417084,1.0,1.1656728552447424,0.7569444
