epoch,loss,accuracy,val_loss,val_accuracy,sparse_categorical_crossentropy
58,2.3517956638336184,0.2575,3.033069094022115,0.097222224,2.027581
59,2.382339448928833,0.23,3.0004427830378213,0.048611112,2.0660186
60,2.3424306106567383,0.2375,2.998196972741021,0.06944445,2.03362
61,2.31380952835083,0.27625,3.0251918368869357,0.097222224,2.0106442
62,2.3535666847229004,0.26,3.0020116170247397,0.06944445,2.0555563
63,2.267716407775879,0.26625,3.0407244894239636,0.083333336,1.975246
64,2.2905565452575685,0.285,3.0427708095974393,0.09375,2.002966
65,2.2490655517578126,0.24375,3.0413133170869617,0.11631945,1.9668046
66,2.297704801559448,0.27375,2.9957030879126654,0.0625,2.0213892
67,2.301472578048706,0.25625,2.979766594039069,0.072916664,2.032029
68,2.2882212352752687,0.245,2.9993744691212973,0.09375,2.0222423
69,2.2763937664031983,0.2525,3.0038446717792087,0.067708336,2.0143366
70,2.2472239446640017,0.27875,3.0244584878285727,0.08680555,1.9888644
71,2.279443426132202,0.2525,2.9993269973331027,0.078125,2.0243688
72,2.224118957519531,0.27375,3.0310827096303306,0.07986111,1.9723155
73,2.2356614017486574,0.27125,3.050385594367981,0.09375,1.9859928
74,2.2444412994384764,0.28125,3.0220126046074762,0.08680555,1.9989923
75,2.2175330305099488,0.3025,3.032682047949897,0.06423611,1.9758041
76,2.1961426639556887,0.2675,3.0513406064775257,0.083333336,1.9572121
77,2.215215129852295,0.27625,3.037822683652242,0.07638889,1.9788551
78,2.192045974731445,0.25875,3.0311915609571667,0.104166664,1.9591621
79,2.1935514307022093,0.2825,3.0462756289376154,0.083333336,1.963403
80,2.205924777984619,0.275,3.03228661749098,0.059027776,1.9777801
81,2.1451694059371946,0.30875,3.0469595856136746,0.06423611,1.9198686
82,2.1749549674987794,0.275,3.0652227136823864,0.083333336,1.9512718
83,2.1822199201583863,0.2575,2.9588131772147284,0.09201389,1.9621782
84,2.161667199134827,0.30375,3.007171524895562,0.09548611,1.9436091
85,2.150101885795593,0.295,3.0832410388522677,0.07638889,1.9336063
86,2.1254358959197996,0.30125,3.08902907371521,0.072916664,1.9103127
87,2.1581185245513916,0.28875,3.0872611337237887,0.07118055,1.9452574
88,2.1064064121246338,0.29375,3.1249686347113714,0.078125,1.8956733
89,2.090199685096741,0.32625,3.1322344806459217,0.083333336,1.8807144
90,2.134325270652771,0.305,3.101067238383823,0.07638889,1.9271655
91,2.154892897605896,0.29375,3.0957170062594943,0.07638889,1.9498649
92,2.1234460735321044,0.2875,3.073844207657708,0.067708336,1.9213
93,2.105427703857422,0.30625,3.0889922115537853,0.081597224,1.9045562
94,2.129329791069031,0.3125,3.0918139219284058,0.081597224,1.930825
95,2.1495697593688963,0.29375,3.0932205518086753,0.07638889,1.952978
96,2.0683984565734863,0.31625,3.188797208997938,0.07986111,1.8717061
97,2.101421637535095,0.3,3.125961290465461,0.08680555,1.9053147
98,2.1175113344192504,0.32625,3.1183943218655057,0.074652776,1.9243289
99,2.0835574531555174,0.31625,3.1148495276769004,0.065972224,1.8929803
100,2.085990881919861,0.3075,3.120738466580709,0.072916664,1.8962102
