epoch,loss,accuracy,val_loss,val_accuracy,sparse_categorical_crossentropy
1,7.348302764892578,0.105,7.306419981850518,0.09375,2.3015928
2,7.266054744720459,0.1125,7.223952929178874,0.10069445,2.3024876
3,7.183415470123291,0.1075,7.143209642834133,0.098958336,2.3015673
4,7.101948204040528,0.095,7.063636249966091,0.105902776,2.300395
5,7.024259262084961,0.10875,6.985351112153795,0.104166664,2.3016982
6,6.948160629272461,0.105,6.908163176642524,0.104166664,2.3032377
7,6.868146648406983,0.11125,6.832516590754191,0.104166664,2.2995198
8,6.793122825622558,0.1075,6.758774254057142,0.104166664,2.2993507
9,6.720563449859619,0.10125,6.68628011809455,0.109375,2.3003008
10,6.651416625976562,0.09625,6.614476892683241,0.098958336,2.3033783
11,6.57726676940918,0.11625,6.5439001189337835,0.098958336,2.3001924
12,6.508648166656494,0.10125,6.474847051832411,0.098958336,2.301251
13,6.438833713531494,0.11,6.407022476196289,0.098958336,2.2999427
14,6.371809673309326,0.1,6.3405752711825905,0.098958336,2.3002408
15,6.305292320251465,0.11375,6.275107118818495,0.105902776,2.2998621
16,6.2407714462280275,0.10125,6.210349294874403,0.09548611,2.3003817
17,6.177460079193115,0.10375,6.147140370474921,0.11111111,2.300987
18,6.1127871322631835,0.10875,6.0849684079488116,0.097222224,2.2991512
19,6.053053779602051,0.11,6.023905277252197,0.098958336,2.3011825
20,5.9912942695617675,0.0925,5.963606887393528,0.098958336,2.3001156
21,5.931889533996582,0.115,5.904231760236952,0.105902776,2.3003638
22,5.8710190963745115,0.1325,5.8464101155598955,0.098958336,2.298119
23,5.8163217926025395,0.0975,5.789216094546848,0.098958336,2.3010328
24,5.758895893096923,0.09375,5.732808828353882,0.098958336,2.300242
25,5.70271068572998,0.1175,5.677770058314006,0.097222224,2.299697
26,5.647417201995849,0.12875,5.624179681142171,0.09548611,2.2990475
27,5.593548793792724,0.09625,5.57157039642334,0.09548611,2.2988453
28,5.542507629394532,0.09625,5.518735196855333,0.114583336,2.3005402
29,5.49102710723877,0.105,5.466870652304755,0.11805555,2.3009062
30,5.437948379516602,0.13625,5.417051500744289,0.097222224,2.2987387
31,5.385812568664551,0.1175,5.368448601828681,0.10243055,2.296595
32,5.3395246887207035,0.09375,5.319615761439006,0.10243055,2.2994232
33,5.28873348236084,0.1175,5.2721330589718285,0.09548611,2.2968917
34,5.242633914947509,0.10625,5.225058767530653,0.09375,2.2981691
35,5.196701354980469,0.1075,5.178103658888075,0.07986111,2.2988086
36,5.1494425010681155,0.125,5.132905191845364,0.08680555,2.2972958
37,5.102870693206787,0.1025,5.0885429117414684,0.08506945,2.2956173
38,5.058834133148193,0.13875,5.045863284005059,0.050347224,2.2956276
39,5.014683742523193,0.13375,5.003078593148126,0.053819444,2.2947135
40,4.974273700714111,0.13625,4.960471577114529,0.10069445,2.2967463
41,4.930016021728516,0.11875,4.920127550760905,0.09201389,2.2941194
42,4.889588146209717,0.1075,4.8797792593638105,0.104166664,2.2944856
43,4.8437779426574705,0.12125,4.840942965613471,0.104166664,2.288671
44,4.805607166290283,0.11375,4.803197436862522,0.104166664,2.2896802
45,4.769007396697998,0.1025,4.7647807068294945,0.09548611,2.2915227
46,4.722496891021729,0.13,4.73209285736084,0.059027776,2.2826664
47,4.690155048370361,0.1125,4.694892326990764,0.07986111,2.287057
48,4.653626117706299,0.11375,4.657166295581394,0.03125,2.28657
49,4.614785270690918,0.13125,4.624120712280273,0.098958336,2.2829487
50,4.577775726318359,0.13125,4.589524295594957,0.098958336,2.2803748
51,4.544511241912842,0.12125,4.561548762851292,0.065972224,2.2807286
52,4.504827518463134,0.15875,4.527180433273315,0.052083332,2.2738886
53,4.466483020782471,0.15875,4.499200979868571,0.14756945,2.2674658
54,4.432149238586426,0.13625,4.47242620256212,0.07986111,2.264374
55,4.393585681915283,0.155,4.443293359544542,0.07118055,2.2561753
56,4.35171199798584,0.2125,4.427261484993829,0.09375,2.2437763
57,4.312650184631348,0.2,4.396384636561076,0.14409722,2.233267
58,4.265636539459228,0.16625,4.392950534820557,0.07638889,2.2139702
59,4.217496719360351,0.2175,4.391126897599962,0.078125,2.1927295
60,4.174758377075196,0.21125,4.374968926111857,0.10069445,2.175915
61,4.146315631866455,0.18375,4.367514080471462,0.036458332,2.172586
62,4.069445581436157,0.2575,4.3821545706854925,0.09201389,2.1201243
63,4.04730899810791,0.21875,4.37845163875156,0.074652776,2.1215758
64,3.988271198272705,0.2325,4.391324890984429,0.097222224,2.0856698
65,3.9575634765625,0.245,4.4067975415123835,0.10763889,2.077403
66,3.921849765777588,0.235,4.450830565558539,0.09201389,2.0637574
67,3.8613492584228517,0.2725,4.469946251975165,0.1267361,2.0248377
68,3.8265930461883544,0.26375,4.478387938605414,0.059027776,2.011134
69,3.8047084522247316,0.23875,4.455049223370022,0.10243055,2.0099797
70,3.7817194747924803,0.28375,4.469171259138319,0.090277776,2.0073986
71,3.7398023223876953,0.2675,4.474932458665636,0.104166664,1.9855081
72,3.713664846420288,0.28875,4.489398558934529,0.10069445,1.978869
73,3.7129914283752443,0.25625,4.456029918458727,0.090277776,1.9974087
74,3.6759085273742675,0.29,4.477281146579319,0.09548611,1.9792824
75,3.660604181289673,0.28875,4.499372720718384,0.109375,1.9823401
76,3.628913049697876,0.27875,4.441613594690959,0.10069445,1.9687566
77,3.5477652835845945,0.3125,4.493487940894233,0.114583336,1.9051698
78,3.52858154296875,0.295,4.46766996383667,0.11111111,1.9030231
79,3.526627082824707,0.30375,4.505312204360962,0.11631945,1.9179622
80,3.5116890907287597,0.325,4.4728794362809925,0.090277776,1.9197621
81,3.4566294860839846,0.32125,4.531910048590766,0.097222224,1.8809618
82,3.5027545261383057,0.26625,4.489830334981282,0.10243055,1.9430963
83,3.455676307678223,0.31,4.477892849180433,0.112847224,1.9119145
84,3.4130674839019775,0.33125,4.471371041403876,0.090277776,1.884799
85,3.45692756652832,0.30125,4.41855518023173,0.081597224,1.9438118
86,3.3584426975250246,0.345,4.434133370717366,0.09201389,1.8602437
87,3.348205909729004,0.3325,4.419141372044881,0.07638889,1.8645221
88,3.3442830276489257,0.31375,4.434799141354031,0.119791664,1.8748536
89,3.355521659851074,0.32625,4.406681431664361,0.06423611,1.900145
90,3.3516666984558103,0.305,4.413820346196492,0.067708336,1.9101819
91,3.3154306602478028,0.30625,4.3433263301849365,0.09548611,1.8877034
92,3.2570009994506837,0.35125,4.338504725032383,0.074652776,1.8426038
93,3.2610180950164795,0.345,4.351337499088711,0.078125,1.8595481
94,3.2338363552093505,0.33625,4.368234197298686,0.052083332,1.8449985
95,3.1905386352539065,0.33125,4.355492883258396,0.097222224,1.8140693
96,3.2050436782836913,0.33875,4.400012201733059,0.088541664,1.8406606
97,3.217276859283447,0.30625,4.392720301946004,0.081597224,1.86502
98,3.166602602005005,0.32625,4.343685229619344,0.097222224,1.8262846
99,3.1858308029174807,0.32,4.321580251057942,0.07986111,1.8571719
100,3.101789045333862,0.345,4.337208337253994,0.098958336,1.7846266
End of training. Summary:
epoch,loss,accuracy,val_loss,val_accuracy,sparse_categorical_crossentropy
Max accuracy row:
92,3.2570009994506837,0.35125,4.338504725032383,0.074652776,1.8426038
Max val_accuracy row:
53,4.466483020782471,0.15875,4.499200979868571,0.14756945,2.2674658
