epoch,loss,accuracy,val_loss,val_accuracy
0,3.0792697620391847,0.1325,14.7848818037245,0.10069445
1,2.4448664951324464,0.215,14.787304984198677,0.10069445
2,2.179637603759766,0.2975,14.787233458624947,0.10069445
3,2.128631772994995,0.35375,11.286107222239176,0.140625
4,1.9843878602981568,0.3725,7.689249515533447,0.19618055
5,1.8946546745300292,0.41,10.365953233506945,0.24479167
6,1.6879659652709962,0.46125,6.477664550145467,0.22569445
7,1.6640484619140625,0.515,10.513002289666069,0.25520834
8,1.540977864265442,0.5575,3.0429827902052136,0.20833333
9,1.5101086282730103,0.5475,3.8785459200541177,0.3732639
10,1.3956669807434081,0.61,4.471773584683736,0.3576389
11,1.4036757230758667,0.59875,6.333623753653632,0.25
12,1.2464452385902405,0.66875,9.20632447136773,0.14930555
13,1.3262459588050843,0.64125,5.629047658708361,0.24305555
14,1.185155038833618,0.68875,3.6137178341547647,0.3871528
15,1.074696156978607,0.73,4.799188998010424,0.30208334
16,1.0791419768333435,0.7225,4.672601713074578,0.3298611
17,1.1132000923156737,0.72375,4.912320242987739,0.47395834
18,0.9940098261833191,0.76,3.9898814227845936,0.3715278
19,0.9392958617210388,0.7925,2.267042186525133,0.5555556
20,0.9719907641410828,0.7675,6.986005226771037,0.2829861
21,0.8197266745567322,0.815,5.455674833721584,0.4097222
22,0.8424591255187989,0.8275,4.109199616644117,0.4392361
23,0.762053153514862,0.84,1.7681148515807257,0.640625
24,0.6862643742561341,0.86625,5.789850102530585,0.3107639
25,0.7409770476818085,0.85875,2.018589973449707,0.6111111
26,0.725068039894104,0.85125,1.8095939954121907,0.6684028
27,0.7872554707527161,0.83875,2.154303809007009,0.53125
28,0.6505939924716949,0.8675,1.8879829115337796,0.6215278
29,0.7452122116088867,0.83625,2.9819863902197943,0.53125
30,0.8441354250907898,0.81625,9.588280942704943,0.2517361
31,0.697671537399292,0.86625,1.709565927584966,0.6545139
32,0.5828688013553619,0.89625,2.670550949043698,0.5503472
33,0.5983425462245942,0.89,3.690611309475369,0.5208333
34,0.6685700225830078,0.87375,2.3686788810624018,0.5451389
35,0.6113585591316223,0.88375,5.816495802667406,0.28645834
36,0.5837632894515992,0.90125,2.5414814949035645,0.44791666
37,0.5249623811244964,0.91875,1.8526100582546658,0.5885417
38,0.49973203539848327,0.92625,2.0076257785161338,0.6423611
39,0.5197678875923156,0.9075,1.427415821287367,0.6701389
40,0.5230370438098908,0.92125,3.453049103418986,0.47395834
41,0.5355270683765412,0.92125,2.461782071325514,0.5572917
42,0.5978720784187317,0.89875,2.7912617127100625,0.5972222
43,0.5607949578762055,0.90375,2.5934573809305825,0.6128472
44,0.6807457673549652,0.87875,3.7649693886439004,0.4965278
45,0.7692132449150085,0.83,2.972771022054884,0.5625
46,0.5987360525131226,0.895,3.275127953953213,0.5590278
47,0.5511618161201477,0.91125,4.523739616076152,0.4392361
48,0.4860691571235657,0.925,3.0437294443448386,0.546875
49,0.4380020594596863,0.93,1.8254752490255568,0.6302083
50,0.4366264975070953,0.94375,1.571581522623698,0.7222222
51,0.46576363444328306,0.94875,2.3512889477941723,0.6163194
52,0.4694108581542969,0.93125,6.049673464563158,0.4253472
53,0.4089843738079071,0.9575,1.8647068010436163,0.6770833
54,0.45225404858589174,0.93,3.0045453442467585,0.5572917
55,0.48608741283416745,0.92125,3.0220917463302612,0.5173611
56,0.4258425557613373,0.95125,1.5473769174681768,0.7204861
57,0.41546360731124876,0.94875,2.7621260152922735,0.6006944
58,0.4504667162895203,0.9425,2.8067824045817056,0.5972222
59,0.45701397776603697,0.9325,1.933684292766783,0.6510417
60,0.4983821737766266,0.93,7.175308757358128,0.375
61,0.4201255011558533,0.9475,2.7732226053873696,0.6197917
62,0.3942197585105896,0.95625,2.568981501791212,0.5868056
63,0.5027167177200318,0.9325,3.099468946456909,0.5
64,0.4590000092983246,0.93625,2.660362031724718,0.5989583
65,0.45013463497161865,0.935,5.158446258968777,0.44791666
66,0.4354230272769928,0.9425,3.549371282259623,0.5052083
67,0.4294346976280212,0.94125,1.9789129032029047,0.7274306
68,0.3851038920879364,0.95875,2.464298903942108,0.5486111
